name,url,gvkey,paragraphs,words,tracking_cookies,g_fog,legal_quality
DATA COMMUNICATIONS MGMT CP,www.datacm.com,162561.0,16.0,643.0,7.0,18.421118,0.27655613
DATA I/O CORP,www.dataio.com,3761.0,43.0,2379.0,0.0,16.494851999999998,0.62278938
DATAMETREX AI LTD,www.datametrex.com,32215.0,27.0,772.0,0.0,16.99744,-0.42999536
DATAWATCH CORP,www.datawatch.com,25320.0,14.0,1109.0,1.0,17.174772,-0.30507118
DAVITA INC,www.davita.com,61483.0,42.0,2701.0,28.0,15.705997,0.60717392
DEUTSCHE BANK AG,www.db.com,15576.0,5.0,250.0,1.0,15.686022,0.06601125
DBS GROUP HOLDINGS LTD,www.dbs.com,15743.0,34.0,1250.0,8.0,22.197184,0.51974815
DCP MIDSTREAM LP,www.dcpmidstream.com,165466.0,27.0,1145.0,0.0,16.320898,-0.0042357309999999995
DDR CORP,www.ddr.com,27780.0,9.0,516.0,0.0,17.820335,-0.28668049
DEAN FOODS CO,www.deanfoods.com,62655.0,30.0,1661.0,0.0,16.762783,-0.43780935
DEEP DOWN INC,www.deepdowninc.com,22010.0,47.0,2513.0,16.0,17.422606,0.57629097
TRANSOCEAN LTD,www.deepwater.com,28338.0,9.0,1087.0,0.0,17.748295000000002,-0.11411064
DEERE & CO,www.deere.com,3835.0,46.0,2528.0,5.0,17.279543,0.10220326
DELCATH SYSTEMS INC,www.delcath.com,140023.0,22.0,1303.0,0.0,19.052585999999998,-1.2458495
DELEK US HOLDINGS INC,www.delekus.com,166563.0,7.0,345.0,0.0,14.438689000000002,-0.81804949
DELPHI TECHNOLOGIES PLC,www.delphi.com,31802.0,50.0,1760.0,2.0,19.090055,1.2603377
DELPHI ENERGY CORP,www.delphienergy.ca,65918.0,53.0,2942.0,0.0,18.515848000000002,-0.35871795
DELTA AIR LINES INC,www.delta.com,3851.0,71.0,4270.0,13.0,17.148628,1.4664705
DELTA 9 CANNABIS INC,www.delta9.ca,32682.0,13.0,459.0,0.0,17.912882,-0.0051248646
DELTA APPAREL INC,www.deltaapparelinc.com,137432.0,3.0,180.0,0.0,12.906322,-6.771567299999999
DEL TACO RESTAURANTS INC,www.deltaco.com,19168.0,28.0,2698.0,1.0,18.715408,-0.45677778
DELUXE CORP,www.deluxe.com,3863.0,101.0,5527.0,4.0,17.967857000000002,1.2090046
DENALI THERAPEUTCS INC,www.denalitherapeutics.com,32775.0,26.0,1619.0,0.0,18.627277,0.59230506
DENBURY RESOURCES INC,www.denbury.com,20653.0,20.0,1247.0,14.0,17.435646,-0.57776207
DENISON MINES CORP,www.denisonmines.com,64775.0,24.0,1153.0,2.0,14.907301,0.19549181
DENNYS CORP,www.dennys.com,19398.0,72.0,4030.0,28.0,17.892565,0.18798299
DENTSPLY SIRONA INC,www.dentsplysirona.com,13700.0,43.0,2342.0,5.0,16.675035,1.2156011999999998
DEPOMED INC,www.depomed.com,65944.0,12.0,525.0,0.0,18.977358,-0.17944758
DERMIRA INC,www.dermira.com,21617.0,3.0,184.0,0.0,21.598454999999998,-0.82895643
DESCARTES SYSTEMS GROUP INC,www.descartes.com,66326.0,2.0,59.540001000000004,2.0,17.466667,-0.29868451
DESPEGAR COM CORP,www.despegar.com.ar,32332.0,58.0,4392.0,9.0,20.069668,0.5685184
DESTINATION MATERNITY CORP,www.destinationmaternitycorp.com,27936.0,42.0,2772.0,0.0,15.617748,0.33976185
DESTINATION XL GROUP INC,www.destinationxl.com,13381.0,34.0,2254.0,1.0,19.458057,-0.07630485299999999
DETOUR GOLD CORP,www.detourgold.com,176598.0,18.0,2003.0,1.0,22.598333,-0.40110490000000004
DEVON ENERGY CORP,www.devonenergy.com,14934.0,11.0,425.0,1.0,21.569307000000002,0.19614653
DEWEY ELECTRONICS CORP,www.deweyelectronics.com,3908.0,3.0,171.0,0.0,18.184874,-0.08757872900000001
DEXCOM INC,www.dexcom.com,162887.0,98.0,9283.0,1.0,21.953737,1.0847868999999999
DEXTERA SURGICAL INC,www.dexterasurgical.com,165943.0,24.0,1213.0,0.0,18.637281,-0.033483975
DEL FRISCOS RESTURNT GRP INC,www.dfrg.com,179094.0,14.0,781.0,0.0,18.179102,0.17020258
DONNELLEY FINANCIAL SOLTNS,www.dfsco.com,27803.0,61.0,3263.0,3.0,21.607477,1.0502579
DHI GROUP INC,www.dhigroupinc.com,177943.0,41.0,3175.0,1.0,16.94623,0.85421449
DHT HOLDINGS INC,www.dhtankers.com,165262.0,159.92,9791.4697,0.0,18.678823,-0.42298459999999993
DHX MEDIA LTD,www.dhxmedia.com,174314.0,114.0,7250.0,1.0,19.60162,0.51731181
DIAMOND HILL INVESTMENT GRP,www.diamond-hill.com,65235.0,9.0,429.0,1.0,21.767632,-0.30605334
DIAMONDBACK ENERGY INC,www.diamondbackenergy.com,170750.0,3.0,229.0,0.0,12.906322,-6.771567299999999
DIAMOND OFFSHRE DRILLING INC,www.diamondoffshore.com,61409.0,56.0,2311.0,0.0,17.702822,1.0495775
DICERNA PHARMACEUTICALS INC,www.dicerna.com,19470.0,70.0,2838.0,0.0,17.658102,0.88223535
DIEBOLD NIXDORF INC,www.dieboldnixdorf.com,3946.0,23.0,2215.0,6.0,19.222141,0.25030571
DIGI INTERNATIONAL INC,www.digi.com,16710.0,37.0,2507.0,0.0,18.364136,0.23277225
DIGIMARC CORP,www.digimarc.com,181290.0,46.0,1682.0,1.0,14.283764999999999,1.2921479
DIGIPATH INC,www.digipath.com,170378.0,39.0,2994.0,0.0,24.48477,0.06990782200000001
DIGITAL ALLY INC,www.digitalallyinc.com,162233.0,14.0,1243.0,2.0,19.002338,-0.0085980687
DIGITAL REALTY TRUST INC,www.digitalrealty.com,160991.0,111.0,4420.0,7.0,25.504951000000002,1.1804975
DILLARDS INC  -CL A,www.dillards.com,3964.0,159.92,9791.4697,28.0,12.826637,-0.36221448
DIME COMMUNITY BANCSHARES,www.dime.com,63135.0,13.0,759.0,3.0,16.032001,-0.41127959
DINE BRANDS GLOBAL INC,www.dinebrands.com,24291.0,40.0,2141.0,0.0,19.281437,0.38763058
DIODES INC,www.diodes.com,3969.0,12.0,936.0,2.0,14.510517000000002,0.25333482
DIPLOMAT PHARMACY INC,www.diplomatpharmacy.com,21047.0,47.0,2333.0,24.0,15.036629000000001,-0.21880965
DIRTT ENVIRONMENTL SOLUTIONS,www.dirtt.net,19267.0,9.0,492.0,7.0,16.000517000000002,-0.38907835
DISCOVER FINANCIAL SVCS,www.discover.com,177376.0,18.0,575.0,15.0,16.071474,-0.43679428
NOW INC,www.distributionnow.com,20235.0,55.0,1514.0,0.0,23.717883999999998,1.0626882
DIVERGENT ENERGY SERVICES,www.divergentenergyservices.com,105689.0,55.0,3748.0,0.0,20.854383,-0.40137699
DIVESTCO INC,www.divestco.com,9145.0,7.0,372.0,0.0,17.994723999999998,-0.58763069
DMC GLOBAL INC,www.dmcglobal.com,4497.0,35.0,1814.0,0.0,17.68664,1.1043642
DMD DIGITAL HEALTH CONNECTNS,www.dmdconnects.com,165113.0,24.0,986.0,9.0,17.591476,0.24164008
INTREXON CORP,www.dna.com,18315.0,34.0,1647.0,0.0,17.944906,0.62838763
DUN & BRADSTREET CORP,www.dnb.com,4094.0,60.0,3831.0,17.0,17.861055,0.014219437
DNB FINANCIAL CORP,www.dnbfirst.com,30082.0,19.0,1946.0,13.0,21.441107000000002,-0.81890672
PHYSICIANS REALTY TR,www.docreit.com,18145.0,17.0,1009.0,0.0,17.43767,-0.22242834
DOCUSIGN INC,www.docusign.com,33301.0,73.0,3320.0,20.0,14.670027,0.9653361999999999
DOLBY LABORATORIES INC,www.dolby.com,162354.0,37.0,2122.0,0.0,20.363762,0.93226969
DOLLARAMA INC,www.dollarama.com,183683.0,30.0,1393.0,0.0,21.712671,0.75004655
DOMINION ENERGY INC,www.dominionenergy.com,4029.0,15.0,967.0,0.0,17.243994,0.077394061
DOMINO'S PIZZA INC,www.dominos.com,160211.0,21.0,1088.0,0.0,20.903725,0.3374258
DOMINION ENRG MIDSTRM PRT LP,www.dommidstream.com,21918.0,5.0,425.0,0.0,18.639104999999997,-0.44712666
DOMTAR CORP,www.domtar.com,176760.0,17.0,950.0,2.0,19.00589,-0.62782788
DONALDSON CO INC,www.donaldson.com,4036.0,48.0,1779.0,1.0,17.292856,0.70231295
DONEGAL GROUP INC,www.donegalgroup.com,16714.0,23.0,749.0,0.0,25.100158999999998,-0.52772915
DOREL INDUSTRIES INC,www.dorel.com,22049.0,20.0,807.0,0.0,18.273148000000003,0.43455657
DORMAN PRODUCTS INC,www.dormanproducts.com,23753.0,19.0,1849.0,1.0,21.165356,-0.25917843
DOUGLAS EMMETT INC,www.douglasemmett.com,175307.0,11.0,887.0,0.0,15.902515,-0.34850112
DOVER CORP,www.dovercorporation.com,4058.0,44.0,1625.0,2.0,18.158545,1.1641613000000002
DOVER DOWNS GAMING & ENTMT,www.doverdowns.com,147657.0,21.0,953.0,11.0,13.272201999999998,-0.30657414
DOVER MOTORSPORTS INC,www.dovermotorsports.com,63708.0,16.0,1040.0,17.0,19.429407,-0.3192389
DOWDUPONT INC,www.dow-dupont.com,4060.0,18.0,1011.0,5.0,19.488529,-0.26281542
DREAM UNLIMITED CORP,www.dream.ca,18033.0,1.0,67.0,0.0,16.799999,-0.27305076
D R HORTON INC,www.drhorton.com,25340.0,7.0,683.0,1.0,16.847137,0.54381227
DRONE AVIATION HOLDING CORP,www.droneaviationcorp.com,180665.0,2.0,147.0,1.0,12.50548,-6.094860099999999
DROPBOX INC,www.dropbox.com,33152.0,29.0,1262.0,11.0,14.866132,0.18083346
DR PEPPER SNAPPLE GROUP INC,www.drpeppersnapplegroup.com,179700.0,25.0,2604.0,0.0,19.536960999999998,0.44349843
DRYSHIPS INC,www.dryships.com,162768.0,42.0,2168.0,0.0,21.217518,-0.29588765
DESTINY MEDIA TECHNOLOGIES,www.dsny.com,122202.0,36.0,1902.0,0.0,15.221298999999998,0.18181583
DSP GROUP INC,www.dspg.com,29722.0,7.0,532.0,1.0,16.034637,-0.16760109
DOCUMENT SECURITY SYS INC,www.dsssecure.com,18290.0,11.0,613.0,0.0,15.745801,-0.37194851
DSW INC,www.dswinc.com,24171.0,16.0,1214.0,0.0,17.413845000000002,0.15754579
DTE ENERGY CO,www.dteenergy.com,3897.0,13.0,568.0,4.0,18.869053,-0.24553922
DUCOMMUN INC,www.ducommun.com,4091.0,56.0,3063.0,0.0,19.757044,1.0973906999999998
DUKE ENERGY CORP,www.duke-energy.com,4093.0,31.0,1729.0,28.0,22.143309,0.69526494
DUKE REALTY CORP,www.dukerealty.com,13510.0,23.0,1379.0,2.0,18.421162,0.60181147
DULUTH HOLDINGS INC,www.duluthtrading.com,26335.0,48.0,3237.0,10.0,16.211776999999998,0.5674451
DUNDEE CORP,www.dundeecorp.com,24627.0,34.0,2747.0,0.0,17.970329,-0.2716102
DUNKIN' BRANDS GROUP INC,www.dunkinbrands.com,174222.0,79.0,5416.0,1.0,18.99785,-0.070634581
DURECT CORP,www.durect.com,140044.0,18.0,1095.0,0.0,17.998034,-0.86092085
DXI ENERGY INC,www.dxienergy.com,20350.0,7.0,711.0,0.0,20.266104000000002,-0.61421204
DXP ENTERPRISES INC,www.dxpe.com,64223.0,27.0,1146.0,0.0,17.304075,-0.050871972
DYCOM INDUSTRIES INC,www.dycomind.com,4115.0,12.0,724.0,0.0,13.570068,-0.53811669
DYNASIL CORP OF AMERICA,www.dynasil.com,4130.0,25.0,1433.0,3.0,15.405071,0.0094525088
DYNATRONICS CORP,www.dynatronics.com,4124.0,14.0,1320.0,7.0,17.165792,-0.019575015
DYNAVAX TECHNOLOGIES CORP,www.dynavax.com,141496.0,8.0,565.0,0.0,18.83749,-0.57180429
DYNEX POWER INC,www.dynexpower.com,115751.0,18.0,779.0,0.0,13.546235999999999,-0.28783864
ARC DOCUMENT SOLUTIONS INC,www.e-arc.com,162076.0,22.0,1053.0,1.0,19.171059,0.29597133
EAGLE BANCORP INC/MD,www.eaglebankcorp.com,111721.0,4.0,262.0,27.0,14.591251999999999,-0.3911716
EAGLE ENERGY INC,www.eagleenergy.com,185970.0,5.0,349.0,0.0,19.03142,0.23934671
EAGLE PLAINS RESOURCES LTD,www.eagleplains.com,106227.0,18.0,864.0,2.0,16.139519,0.33808103
EAGLE BULK SHIPPING INC,www.eagleships.com,163685.0,27.0,1816.0,2.0,18.745449,0.6505335
EAGLE PHARMACEUTICALS INC,www.eagleus.com,19784.0,35.0,2307.0,0.0,17.178272,0.29407212
EASTGROUP PROPERTIES,www.eastgroup.net,4193.0,13.0,1115.0,0.0,16.937799,-0.71649915
EASTMAN CHEMICAL CO,www.eastman.com,29392.0,8.0,1205.0,0.0,17.295639,-0.19788416
EAST WEST BANCORP INC,www.eastwestbank.com,118042.0,39.0,1086.0,1.0,14.360223000000001,-0.44556376
EATON CORP PLC,www.eaton.com,4199.0,8.0,423.0,0.0,16.025011,0.80490083
EATON VANCE CORP,www.eatonvance.com,4201.0,7.0,301.0,3.0,20.664562,-0.1920329
EBAY INC,www.ebay.com,114524.0,159.92,9791.4697,8.0,23.160418,0.88079792
EBIX INC,www.ebix.com,13480.0,8.0,696.0,4.0,14.828467000000002,-0.016788606
MERIDIAN BANCORP INC (MD),www.ebsb.com,179298.0,5.0,246.0,0.0,15.029268,-0.14637616
ECHELON CORP,www.echelon.com,112774.0,64.0,4956.0,3.0,17.969297,0.86854953
ECHELON FINANCIAL HLDGS INC,www.echeloninsurance.ca,274728.0,20.0,1104.0,0.0,20.84119,0.91661918
ECHO GLOBAL LOGISTICS INC,www.echo.com,179957.0,24.0,1757.0,4.0,16.389599,-0.12211422
ECHOSTAR CORP,www.echostar.com,179202.0,15.0,939.0,0.0,21.026595999999998,-0.57290387
ECLIPSE RESOURCES CORP,www.eclipseresources.com,20513.0,18.0,785.0,0.0,17.613867000000003,-0.13162977
ECOLAB INC,www.ecolab.com,4213.0,30.0,1836.0,3.0,18.931772,0.71471995
EDUCATIONAL DEVELOPMENT CORP,www.edcpub.com,4225.0,27.0,2725.0,0.0,18.269794,0.07153756900000001
EMPRESA DISTRIBUIDORA Y COM,www.edenor.com.ar,267054.0,22.0,1279.0,0.0,21.39159,-0.0031182866
CYMBRIA CORP,www.edgepointwealth.com/Cymbria/,181618.0,12.0,548.0,0.0,19.421644,0.38503683
EDGEWATER TECHNOLOGY INC,www.edgewater.com,63667.0,47.0,1842.0,2.0,13.865375,0.99833208
EDGEWELL PERSONAL CARE CO,www.edgewell.com,133367.0,29.0,2637.0,0.0,16.015593,0.049429587999999997
EDISON INTERNATIONAL,www.edison.com,9846.0,51.0,2474.0,1.0,17.874809,0.61317259
EDITAS MEDICINE INC,www.editasmedicine.com,26874.0,11.0,775.0,0.0,15.634539000000002,-0.11957654
EDP ENERGIAS DE PORTUGAL SA,www.edp.pt,64910.0,35.0,1187.0,4.0,21.97467,-0.40168461
ENDEAVOUR SILVER CORP,www.edrsilver.com,107245.0,26.0,2150.0,5.0,23.481766,-0.34170625
EDUCATION REALTY TRUST INC,www.edrtrust.com,161953.0,48.0,3222.0,0.0,18.112171,0.61226612
EDWARDS LIFESCIENCES CORP,www.edwards.com,133366.0,40.0,2567.0,6.0,16.614416000000002,0.51097417
ELECTRONICS FOR IMAGING INC,www.efi.com,25774.0,35.0,2954.0,0.0,19.252888000000002,1.2355194
EGAIN CORP,www.egain.com,124036.0,66.0,4373.0,1.0,17.405447,1.544921
EGALET CORP,www.egalet.com,18982.0,11.0,494.0,1.0,13.117523,-0.24378568
NIC INC,www.egov.com,122078.0,32.0,1284.0,1.0,17.614313,-0.11224471
EHEALTH INC,www.ehealthinsurance.com,174389.0,62.0,3947.0,4.0,18.543260999999998,0.68336105
EKSO BIONICS HOLDINGS INC,www.eksobionics.com,17727.0,36.0,1639.0,0.0,15.038404000000002,0.70659548
ELBIT SYSTEMS LTD,www.elbitsystems.com,65380.0,34.0,1413.0,0.0,25.00466,0.92211163
LAUDER (ESTEE) COS INC -CL A,www.elcompanies.com,61567.0,37.0,2308.0,1.0,18.624676,1.291831
ELDORADO GOLD CORP,www.eldoradogold.com,26539.0,46.0,3477.0,7.0,21.925945000000002,-0.21831015
ELDORADO RESORTS INC,www.eldoradoresorts.com,21808.0,40.0,1964.0,2.0,18.371546,0.08683328300000001
ELECTROVAYA INC,www.electrovaya.com,141099.0,18.0,967.0,2.0,19.241707,0.11596961
ELEMENT FLEET MANAGEMENT CP,www.elementfleet.com,170311.0,26.0,1798.0,6.0,16.838026,-0.80548114
ELEVATE CREDIT INC,www.elevate.com,26509.0,15.0,1280.0,0.0,21.304502,0.15774508
E.L.F. BEAUTY INC,www.elfcosmetics.com,27907.0,76.0,3976.0,10.0,18.048334,1.3145257
ELLIE MAE INC,www.elliemae.com,186955.0,56.0,3168.0,7.0,16.179821,0.58849049
ELMIRA SVGS BANK ELMIRA/NY,www.elmirasavingsbank.com,17987.0,11.0,447.0,0.0,14.788095000000002,-0.66307771
EL POLLO LOCO HOLDINGS INC,www.elpolloloco.com,21124.0,19.0,1610.0,1.0,20.79632,-0.43395153
EMBASSY BANCORP INC,www.embassybank.com,185168.0,126.0,9791.4697,2.0,15.517714000000002,-0.37236765
EMBRAER SA,www.embraer.com,213288.0,34.0,2149.0,2.0,20.776159,-0.11863846
EMC INSURANCE GROUP INC,www.emcins.com,16716.0,39.0,2696.0,2.0,17.477222,-0.28189594
EMCORE CORP,www.emcore.com,64637.0,28.0,1710.0,1.0,20.091234,0.18010202
EMCOR GROUP INC,www.emcorgroup.com,6223.0,31.0,1921.0,0.0,16.714479,0.305498
EMERA INC,www.emera.com,25792.0,10.0,259.0,0.0,18.783424,0.37669316
EMERALD EXPSTNS EVENTS,www.emeraldexpositions.com,30998.0,26.0,1576.0,7.0,19.666031,1.0103812
EMERGENT BIOSOLUTIONS INC,www.emergentbiosolutions.com,176022.0,4.0,357.0,2.0,18.148956,-0.49641579
EMERSON ELECTRIC CO,www.emerson.com,4321.0,78.0,3808.0,4.0,19.375734,1.2910805
EMPIRE INDUSTRIES LTD,www.empind.com,164351.0,1.0,195.0,0.0,15.846154,-0.27189618
EMPIRE RESORTS INC,www.empireresorts.com,29129.0,16.0,1082.0,1.0,16.987873,-0.013926116
EMPIRE STATE REALTY TR INC,www.empirestaterealtytrust.com,170714.0,6.0,308.0,7.0,15.475088000000001,0.012218818999999999
EMPIRE STATE REALTY OP LP,www.empirestaterealtytrust.com,18850.0,6.0,308.0,7.0,15.475088000000001,0.012218818999999999
EMX ROYALTY CORPORATION,www.emxroyalty.com,107350.0,17.0,956.0,1.0,15.258695000000001,0.15351866
ENABLE MIDSTREAM PARTNERS LP,www.enablemidstream.com,19273.0,145.0,7810.0,2.0,14.703279,-0.18797447
ENABLENCE TECHNOLOGIES INC,www.enablence.com,107399.0,13.0,910.0,0.0,17.392767000000003,0.03932019
ENANTA PHARMACEUTICALS INC,www.enanta.com,16269.0,18.0,1085.0,1.0,16.701485,-0.18709417
ENB FINANCIAL CORP,www.enbfc.com,18008.0,24.0,827.0,1.0,15.915713,-0.31807107
ENBRIDGE INC,www.enbridge.com,6135.0,46.0,1961.0,1.0,18.192739000000003,0.53215581
ENCANA CORP,www.encana.com,11781.0,15.0,386.0,0.0,22.863413,0.14330254
ENCOMPASS HEALTH CORP,www.encompasshealth.com.,12589.0,30.0,1826.0,3.0,17.320782,-0.55052185
ENCORE CAPITAL GROUP INC,www.encorecapital.com,121815.0,22.0,1073.0,1.0,17.806171,-0.28082186
ENCORE WIRE CORP,www.encorewire.com,25572.0,6.0,197.0,12.0,17.283474,-0.26566488
ENDO INTERNATIONAL PLC,www.endo.com,63645.0,35.0,1655.0,0.0,19.946915,0.89962214
ENDOCYTE INC,www.endocyte.com,185428.0,36.0,1940.0,0.0,18.168762,0.67179674
ENDOLOGIX INC,www.endologix.com,63083.0,22.0,4777.0,1.0,20.511906,0.75876576
ENDRA LIFE SCIENCES INC,www.endrainc.com,29418.0,39.0,2334.0,2.0,18.190860999999998,0.79500657
ENDURANCE INTL GRP HLDGS INC,www.endurance.com,197559.0,3.0,143.0,2.0,20.111328,0.17694184
ECOLOGY AND ENVIRONMENT INC,www.ene.com,13128.0,50.0,869.0,0.0,20.799999,-0.29635569
ENEL SPA,www.enel.com,201794.0,30.0,1153.0,2.0,16.173994,1.2240624
ENEL AMERICAS SA,www.enelamericas.com,29039.0,44.0,2523.0,1.0,21.813353,0.18795179999999997
ENEL GENERACION CHILE SA,www.enelgeneracion.cl,30538.0,44.0,2560.0,1.0,20.95804,0.18795179999999997
ENERFLEX LTD,www.enerflex.com,28903.0,82.0,3577.0,4.0,20.548553,1.0715948
ENERGEN CORP,www.energen.com,4351.0,12.0,1232.0,1.0,15.600670000000001,-0.005113952299999999
ENERGIZER HOLDINGS INC,www.energizerholdings.com,23083.0,34.0,3035.0,0.0,17.34362,0.23921335
ENERGY FOCUS INC,www.energyfocus.com,30614.0,12.0,769.0,4.0,16.714336,-0.33595625
ENERGY FUELS INC,www.energyfuels.com,107712.0,10.0,485.0,2.0,16.657923,-0.39527476
ENERGY RECOVERY INC,www.energyrecovery.com,179738.0,15.0,786.0,0.0,17.669851,0.027268529
ENERGY SERVICES OF AMERICA,www.energyservicesofamerica.com,174282.0,15.0,931.0,0.0,16.557041,-0.28708711
ENERPLUS CORP,www.enerplus.com,20214.0,42.0,1825.0,0.0,22.226503,0.7864852
ENGAGEMENT LABS INC,www.engagementlabs.com,185369.0,22.0,1386.0,2.0,17.157470999999997,0.10367922
ENGHOUSE SYSTEMS LTD,www.enghouse.com,63476.0,23.0,1201.0,0.0,19.512911,0.47424626
ENGILITY HOLDINGS INC,www.engility.com,12413.0,8.0,398.0,3.0,15.322417999999999,-0.76050472
ENI SPA,www.eni.com,61616.0,6.0,364.0,0.0,16.385464000000002,0.15016648
ENLINK MIDSTREAM LLC,www.enlink.com,19935.0,15.0,1318.0,2.0,17.418552,0.17778371
ENNIS INC,www.ennis.com,4390.0,13.0,1129.0,0.0,18.600120999999998,0.10804308
NORTHFIELD BANCORP INC,www.enorthfield.com,178834.0,15.0,421.0,0.0,15.100952,-0.40942162
ENOVA INTERNATIONAL INC,www.enova.com,189517.0,30.0,1911.0,1.0,21.102048999999997,-0.010465921999999999
ENPHASE ENERGY INC,www.enphase.com,187450.0,44.0,3687.0,6.0,17.187672,0.37096107
ENSCO PLC,www.enscoplc.com,2270.0,15.0,518.0,1.0,16.603271,-0.43528244
ENSIGN GROUP INC,www.ensigngroup.net,178803.0,29.0,855.0,0.0,17.203298999999998,-0.01022195
ENSTAR GROUP LTD,www.enstargroup.com,176602.0,19.0,1505.0,0.0,18.295906,0.14968559
ENSYNC INC,www.ensync.com,272699.0,14.0,1014.0,3.0,17.558854999999998,-0.87750435
ENTEGRA FINANCIAL CORP,www.entegrabank.com,187721.0,25.0,969.0,13.0,14.813169,-0.34965125
ENTEGRIS INC,www.entegris.com,137573.0,15.0,641.0,6.0,16.765087,-0.24409527
ENTERCOM COMMUNICATIONS CORP,www.entercom.com,117902.0,27.0,1893.0,0.0,19.159407,-0.34735107
ENTERGY CORP,www.entergy.com,7366.0,38.0,2239.0,4.0,19.763327,0.35827282
ENTERPRISE FINL SERVICES CP,www.enterprisebank.com,117141.0,17.0,439.0,15.0,17.344186999999998,-0.56825101
ENTERPRISE BANCORP INC/MA,www.enterprisebanking.com,118525.0,17.0,1351.0,3.0,17.78912,0.0043341299
ENTERPRISE GROUP INC,www.enterprisegrp.ca,161789.0,15.0,1058.0,0.0,17.524794,-0.41625836
ENTERPRISE PRODS PRTNRS  -LP,www.enterpriseproducts.com,112876.0,12.0,1100.0,0.0,19.254545,0.22787449999999998
ENTRAVISION COMMUNICATIONS,www.entravision.com,137943.0,77.0,4448.0,11.0,18.214025,0.80087358
ENTREC CORP,www.entrec.com,184086.0,18.0,1477.0,0.0,19.338005,-0.42091355
ENVESTNET INC,www.envestnet.com,184576.0,21.0,837.0,1.0,21.107574,-0.20439474
RANDOLPH BANCORP INC,www.envisionbank.com,27645.0,14.0,419.0,2.0,16.54438,-0.53530526
ENVIVA PARTNERS LP,www.envivabiomass.com,23296.0,18.0,982.0,0.0,16.263693,-0.06300298900000001
ENWAVE CORP,www.enwave.net,122775.0,12.0,531.0,2.0,11.837566,-0.061782304
ENZO BIOCHEM INC,www.enzo.com,4418.0,16.0,983.0,0.0,16.275719,-0.45699906
E.ON SE,www.eon.com,100590.0,69.0,3656.0,0.0,15.166873999999998,0.76296681
EPAM SYSTEMS INC,www.epam.com,187697.0,33.0,1808.0,3.0,19.943357000000002,1.4263263000000002
EL PASO ELECTRIC CO,www.epelectric.com,4241.0,11.0,396.0,1.0,15.082051000000002,-0.84068471
EP ENERGY CORP,www.epenergy.com,18660.0,1.0,97.0,0.0,16.85965,-0.56807363
EQUITY COMMONWEALTH,www.eqcre.com,13579.0,18.0,1107.0,0.0,18.694681,0.079751752
EQT CORP,www.eqt.com,4430.0,12.0,780.0,0.0,17.90786,-0.45847380000000004
EQT MIDSTREAM PARTNERS LP,www.eqtmidstreampartners.com,170748.0,13.0,812.0,0.0,17.831999,-0.47557539
EQT GP HOLDINGS LP,www.eqtmidstreampartners.com,23072.0,13.0,812.0,0.0,17.831999,-0.47557539
EQUIFAX INC,www.equifax.com,4423.0,60.0,5385.0,12.0,15.601710999999998,0.42785853
EQUINIX INC,www.equinix.com,138743.0,24.0,1356.0,28.0,19.818554000000002,0.78472209
EQUINOR ASA,www.equinor.com,220546.0,25.0,983.0,5.0,17.214462,1.3555837
EQUINOX GOLD CORP,www.equinoxgold.com,18351.0,11.0,546.0,0.0,17.529093,-0.14153042
EQUITABLE GROUP INC,www.equitablebank.ca,264485.0,41.0,2120.0,1.0,22.452457,0.59381551
EQUITABLE FINANCIAL CORP,www.equitableonline.com,165513.0,15.0,555.0,2.0,16.331514000000002,-0.72137177
EQUITY RESIDENTIAL,www.equityapartments.com,28733.0,50.0,5231.0,12.0,18.80481,-0.48690885
EQUITY LIFESTYLE PROPERTIES,www.equitylifestyleproperties.com,27875.0,41.0,2931.0,0.0,18.863716,-0.13391656
EQUUS TOTAL RETURN INC,www.equuscap.com,25709.0,6.0,273.0,0.0,19.158043,-0.0037441051
EQ INC,www.eqworks.com,64673.0,20.0,807.0,1.0,15.830252999999999,-0.44540915
ERA GROUP INC,www.eragroupinc.com,187766.0,6.0,389.0,0.0,16.153847,-0.88161844
TELEFONAKTIEBOLAGET LM ERICS,www.ericsson.com,4439.0,16.0,744.0,0.0,16.458437,0.084292196
ERIE INDEMNITY CO  -CL A,www.erieinsurance.com,61380.0,63.0,2947.0,3.0,17.902687,-0.23183359
EVANS & SUTHERLAND CMP CORP,www.es.com,4467.0,7.0,285.0,0.0,14.333897,-0.32351497
ESCALON MEDICAL CORP,www.escalonmed.com,25711.0,9.0,937.0,0.0,16.959114000000003,-0.059397213
ESCO TECHNOLOGIES INC,www.escotechnologies.com,23224.0,25.0,2285.0,0.0,22.653835,-0.26422629
ESPIAL GROUP INC,www.espial.com,177633.0,2.0,85.0,0.0,14.8,-0.34439939
ESQUIRE FINCL HOLD INC,www.esquirebank.com,31606.0,12.0,577.0,0.0,15.612732000000001,-0.1830775
ESSENT GROUP LTD,www.essentgroup.com,18745.0,16.0,953.0,0.0,20.862133,0.64344835
ESSENTIAL ENERGY SVCS LTD,www.essentialenergy.ca,174361.0,12.0,1367.0,0.0,22.436806,-0.43943724
ESSEX PROPERTY TRUST,www.essex.com,30293.0,40.0,3208.0,8.0,17.153810999999997,-0.68272132
ESTERLINE TECHNOLOGIES CORP,www.esterline.com,4460.0,63.0,2824.0,0.0,16.764814,0.84833038
